client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
1134345.459617319,0.787,1134331.502246872,1134331.504172658,1134331.510302317,1134331.530287769,1134331.530317054,1134331.531224332,1134331.531392088,1134345.492456033
1134345.492550501,0.787,1134331.53512775,1134331.537074615,1134331.543086673,1134331.562479279,1134331.562509887,1134331.563434648,1134331.563585642,1134345.524638137
1134345.524723819,0.787,1134331.567279956,1134331.56916229,1134331.575354867,1134331.594678023,1134331.5947084,1134331.595460206,1134331.595613765,1134345.556630125
1134345.556710557,0.787,1134331.599126337,1134331.601012628,1134331.607180269,1134331.626563306,1134331.626593614,1134331.627454464,1134331.627609576,1134345.588587206
1134345.588668108,0.787,1134331.63119184,1134331.63311973,1134331.639333496,1134331.657988614,1134331.658048317,1134331.658969031,1134331.65914387,1134345.620200809
1134345.620283245,0.787,1134331.662789903,1134331.664645897,1134331.670746171,1134331.690126675,1134331.690156771,1134331.691127528,1134331.6912769,1134345.652276834
1134345.652355242,0.787,1134331.695107371,1134331.696928569,1134331.702897505,1134331.722052474,1134331.722083482,1134331.723123751,1134331.723276498,1134345.684310791
1134345.684426879,0.787,1134331.727060122,1134331.728973603,1134331.735110566,1134331.753928791,1134331.753960451,1134331.754990159,1134331.75516026,1134345.716178393
1134345.716258354,0.787,1134331.758822944,1134331.760906417,1134331.768143821,1134331.787307707,1134331.787339146,1134331.788202341,1134331.788354848,1134345.74952826
1134345.749609283,0.787,1134331.792046959,1134331.793903965,1134331.801241257,1134331.819750541,1134331.819781008,1134331.82062162,1134331.820774628,1134345.781736164
1134345.781803601,0.787,1134331.824293553,1134331.826153384,1134331.832312989,1134331.850988455,1134331.851047115,1134331.851952841,1134331.852125707,1134345.813168245
1134345.813245331,0.787,1134331.855591631,1134331.857447335,1134331.864384253,1134331.883135802,1134331.883164747,1134331.884048681,1134331.884203081,1134345.845502127
1134345.845605762,0.787,1134331.888353114,1134331.890184141,1134331.896182372,1134331.916129493,1134331.916160391,1134331.917047311,1134331.917199888,1134345.878326634
1134345.878411844,0.787,1134331.920961328,1134331.922836007,1134331.929047481,1134331.948304873,1134331.94833538,1134331.949256835,1134331.949429169,1134345.910451862
1134345.910538935,0.787,1134331.953151627,1134331.955086058,1134331.962062872,1134331.981426163,1134331.981458303,1134331.982349121,1134331.98251894,1134345.943539003
1134345.943689346,0.787,1134331.986267837,1134331.988168396,1134331.99423741,1134332.01313269,1134332.013162797,1134332.014113948,1134332.014271585,1134345.975391787
1134345.975475676,0.787,1134332.018069935,1134332.02010701,1134332.026086836,1134332.045472721,1134332.04550998,1134332.046730428,1134332.046884278,1134346.007957836
