client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
625236.542651143,0.000986055007047952,625222.528533533,625222.530405971,625222.536076821,625222.55113226,625222.551152017,625222.552139006,625222.552242579,625236.570744198
625236.570891245,0.0009402409786880006,625222.556746625,625222.558731553,625222.564488406,625222.5807802,625222.580807852,625222.581890649,625222.582042454,625236.600612486
625236.600757599,0.0009956470284238454,625222.587100268,625222.589282705,625222.594933529,625222.611147678,625222.611171071,625222.612173218,625222.61228085,625236.630738246
625236.630901904,0.0009369029967561358,625222.61740663,625222.619651355,625222.625716195,625222.642098748,625222.642129906,625222.643117877,625222.643291222,625236.662086807
625236.662221931,0.0008857809061259027,625222.648316654,625222.650391481,625222.656126883,625222.672941396,625222.672974167,625222.673937952,625222.674148045,625236.692890712
625236.693085128,0.000963398061737418,625222.679124857,625222.681159808,625222.686684947,625222.702870001,625222.70290128,625222.704034152,625222.704227864,625236.723071526
625236.723206661,0.0008470490845590845,625222.709755768,625222.712081845,625222.718044202,625222.733977635,625222.734026948,625222.735045165,625222.735212919,625236.75390071
625236.75409747,0.000816258990563451,625222.740373074,625222.742380544,625222.748169326,625222.764098731,625222.764122756,625222.765186318,625222.765307235,625236.783722729
625236.783826263,0.0008526280079856514,625222.77004054,625222.772172363,625222.77829504,625222.794871518,625222.794897577,625222.796044064,625222.796181562,625236.814641891
625236.814759643,0.0008238640016168357,625222.800688573,625222.802847818,625222.808496768,625222.824410694,625222.824434198,625222.825448578,625222.825562953,625236.843957507
625236.844131304,0.0008639470566958185,625222.830380225,625222.832473496,625222.838364089,625222.854808038,625222.854840078,625222.855918468,625222.856119264,625236.874941251
625236.875135476,0.0009500020078644159,625222.861445229,625222.863552406,625222.86928897,625222.885511555,625222.8855357,625222.886670095,625222.886794728,625236.905288478
625236.905436968,0.0009124160712584845,625222.89155805,625222.893680314,625222.899403544,625222.915665092,625222.915694487,625222.916796211,625222.916916976,625236.935449384
625236.935603705,0.0009132829642668379,625222.921566705,625222.923615042,625222.929290371,625222.944863149,625222.944890751,625222.945997543,625222.946138678,625236.964646988
625236.9647862,0.0008507630510851752,625222.950756688,625222.952731186,625222.958173659,625222.974445516,625222.974471274,625222.9753873,625222.975513106,625236.993950963
625236.99411962,0.0008756650337874879,625222.980237144,625222.982300198,625222.988189568,625223.004820658,625223.004847408,625223.005991221,625223.006136824,625237.024737285
625237.024879493,0.001007480939395726,625223.011103005,625223.01315622,625223.018629171,625223.034547536,625223.034571531,625223.035710705,625223.035825549,625237.054298974
625237.054438586,0.0009545180505365139,625223.040699669,625223.042704553,625223.048529314,625223.06555954,625223.065586952,625223.066799253,625223.066932191,625237.085567104
625237.085704862,0.0008544139267951251,625223.071745417,625223.073744892,625223.079198026,625223.095315523,625223.095341311,625223.096375959,625223.096493549,625237.114992276
625237.115170551,0.0008802780501767984,625223.101092823,625223.103165045,625223.108627626,625223.124811558,625223.124837927,625223.126012307,625223.126157919,625237.144699829
625237.14483301,0.0008631919523701057,625223.130841292,625223.132906891,625223.138662961,625223.154382113,625223.154405637,625223.155369252,625223.155495559,625237.173971202
625237.174231231,0.000778966025322677,625223.160210229,625223.162269406,625223.168077203,625223.184201134,625223.184229136,625223.18525623,625223.18538991,625237.203924197
