model,client_send_at,server_receive_at,image_preprocessed_at,image_predicted_at,image_save_at,qoe_computed_at,broker_produced_at,client_receive_at
mobilenet_v3_small,1731689266.3279412,1731689266.3377929,1731689266.3435268,1731689266.3584878,1731689266.338202,1731689266.3585052,1731689266.3593674,1731689266.3552995
mobilenet_v3_small,1731689266.355584,1731689266.3656662,1731689266.3716784,1731689266.3864095,1731689266.3660831,1731689266.3864653,1731689266.3872674,1731689266.3839242
mobilenet_v3_small,1731689266.3842313,1731689266.3941758,1731689266.4001691,1731689266.4147172,1731689266.3946235,1731689266.4147346,1731689266.415577,1731689266.4114993
mobilenet_v3_small,1731689266.4116907,1731689266.4215627,1731689266.4274745,1731689266.4421997,1731689266.4219742,1731689266.4422183,1731689266.4430096,1731689266.4389157
mobilenet_v3_small,1731689266.4390602,1731689266.4488719,1731689266.4547465,1731689266.4701302,1731689266.449288,1731689266.4701478,1731689266.4710782,1731689266.466931
mobilenet_v3_small,1731689266.467096,1731689266.4768782,1731689266.482923,1731689266.4995399,1731689266.4772944,1731689266.4995627,1731689266.5005553,1731689266.4968553
mobilenet_v3_small,1731689266.4971938,1731689266.5070696,1731689266.5132573,1731689266.535763,1731689266.507565,1731689266.535782,1731689266.5367477,1731689266.532798
mobilenet_v3_small,1731689266.5330548,1731689266.5430703,1731689266.5489051,1731689266.5640657,1731689266.5435343,1731689266.5640821,1731689266.56491,1731689266.5608656
mobilenet_v3_small,1731689266.561056,1731689266.5708828,1731689266.5766613,1731689266.59583,1731689266.5712852,1731689266.5958486,1731689266.5967028,1731689266.5926938
mobilenet_v3_small,1731689266.592956,1731689266.6028845,1731689266.60935,1731689266.6282244,1731689266.6032958,1731689266.6282427,1731689266.629037,1731689266.6251512
mobilenet_v3_small,1731689266.6253903,1731689266.6353657,1731689266.6412191,1731689266.6568325,1731689266.6358387,1731689266.6568487,1731689266.6576972,1731689266.6536953
mobilenet_v3_small,1731689266.653952,1731689266.6642356,1731689266.6709304,1731689266.6866326,1731689266.6646876,1731689266.6866484,1731689266.6875808,1731689266.6838877
mobilenet_v3_small,1731689266.6842167,1731689266.6945271,1731689266.7006254,1731689266.7163672,1731689266.6949317,1731689266.7163868,1731689266.7172987,1731689266.7134864
mobilenet_v3_small,1731689266.7137768,1731689266.723686,1731689266.7296464,1731689266.7471616,1731689266.7241044,1731689266.7471795,1731689266.7481334,1731689266.7441382
mobilenet_v3_small,1731689266.7443743,1731689266.7541819,1731689266.7600539,1731689266.7759824,1731689266.7546299,1731689266.7759976,1731689266.7767932,1731689266.772679
mobilenet_v3_small,1731689266.7729106,1731689266.783152,1731689266.7892818,1731689266.8056965,1731689266.7836373,1731689266.805713,1731689266.8063498,1731689266.8023083
mobilenet_v3_small,1731689266.8025835,1731689266.8123212,1731689266.8181477,1731689266.8336744,1731689266.812713,1731689266.833689,1731689266.8344414,1731689266.8303216
mobilenet_v3_small,1731689266.8305833,1731689266.8403602,1731689266.8464036,1731689266.8616724,1731689266.840753,1731689266.861687,1731689266.8624012,1731689266.8583393
mobilenet_v3_small,1731689266.858678,1731689266.868902,1731689266.875144,1731689266.8926718,1731689266.869326,1731689266.8926878,1731689266.8937085,1731689266.889707
mobilenet_v3_small,1731689266.8898776,1731689266.8995967,1731689266.9052546,1731689266.922075,1731689266.8999867,1731689266.9220908,1731689266.9229655,1731689266.9190698
mobilenet_v3_small,1731689266.9193609,1731689266.9294798,1731689266.9354181,1731689266.9506211,1731689266.9298527,1731689266.9506357,1731689266.9514437,1731689266.947482
mobilenet_v3_small,1731689266.9477909,1731689266.9575384,1731689266.9634953,1731689266.9786236,1731689266.9579167,1731689266.9786394,1731689266.9795203,1731689266.9753256
mobilenet_v3_small,1731689266.975497,1731689266.9851046,1731689266.9910223,1731689267.005797,1731689266.9855,1731689267.0058148,1731689267.006651,1731689267.0024343
mobilenet_v3_small,1731689267.00263,1731689267.0123355,1731689267.0181732,1731689267.033799,1731689267.0127885,1731689267.0338204,1731689267.0346894,1731689267.030568
mobilenet_v3_small,1731689267.0307283,1731689267.0407526,1731689267.0470834,1731689267.0760102,1731689267.0411944,1731689267.07603,1731689267.076796,1731689267.0727365
mobilenet_v3_small,1731689267.0729344,1731689267.0827134,1731689267.0885816,1731689267.1081429,1731689267.0831232,1731689267.108161,1731689267.1088874,1731689267.1048682
mobilenet_v3_small,1731689267.1050587,1731689267.1149347,1731689267.1216166,1731689267.138841,1731689267.115354,1731689267.1388547,1731689267.1397035,1731689267.1354055
mobilenet_v3_small,1731689267.135647,1731689267.145566,1731689267.1517003,1731689267.1693153,1731689267.1459394,1731689267.169329,1731689267.1701245,1731689267.1662362
mobilenet_v3_small,1731689267.166503,1731689267.1769488,1731689267.1840408,1731689267.2022943,1731689267.177414,1731689267.2023113,1731689267.2032256,1731689267.1991906
mobilenet_v3_small,1731689267.1994417,1731689267.2092364,1731689267.2155347,1731689267.2318876,1731689267.2097018,1731689267.2319036,1731689267.232694,1731689267.2284665
mobilenet_v3_small,1731689267.2287283,1731689267.238289,1731689267.2442715,1731689267.2602787,1731689267.2387154,1731689267.2602937,1731689267.2611375,1731689267.2568743
mobilenet_v3_small,1731689267.2570252,1731689267.2666683,1731689267.272775,1731689267.2897658,1731689267.267064,1731689267.2897801,1731689267.2906375,1731689267.2863631
mobilenet_v3_small,1731689267.2865167,1731689267.296445,1731689267.3024023,1731689267.3187473,1731689267.29684,1731689267.3187604,1731689267.3195922,1731689267.3153834
mobilenet_v3_small,1731689267.3156598,1731689267.3261485,1731689267.3326159,1731689267.3500142,1731689267.3265896,1731689267.3500323,1731689267.3509967,1731689267.3470662
mobilenet_v3_small,1731689267.347244,1731689267.357232,1731689267.3638809,1731689267.382085,1731689267.357682,1731689267.3821015,1731689267.3830683,1731689267.378959
mobilenet_v3_small,1731689267.3791335,1731689267.3895059,1731689267.3958135,1731689267.4133744,1731689267.389911,1731689267.4133906,1731689267.4142566,1731689267.4102638
mobilenet_v3_small,1731689267.4104545,1731689267.4212222,1731689267.427599,1731689267.4459212,1731689267.4216778,1731689267.4459372,1731689267.4468188,1731689267.4430254
mobilenet_v3_small,1731689267.4434693,1731689267.453966,1731689267.4602392,1731689267.478056,1731689267.454357,1731689267.4780712,1731689267.4789383,1731689267.4750478
mobilenet_v3_small,1731689267.475227,1731689267.4857628,1731689267.4932806,1731689267.5104086,1731689267.4864745,1731689267.510475,1731689267.5113935,1731689267.507437
mobilenet_v3_small,1731689267.5076385,1731689267.5177336,1731689267.524415,1731689267.5402565,1731689267.518146,1731689267.540273,1731689267.541103,1731689267.5368586
mobilenet_v3_small,1731689267.5370095,1731689267.5465755,1731689267.5527546,1731689267.5686145,1731689267.5469658,1731689267.5686321,1731689267.569529,1731689267.5655718
mobilenet_v3_small,1731689267.5657122,1731689267.5755148,1731689267.5814743,1731689267.597051,1731689267.575916,1731689267.597066,1731689267.598123,1731689267.5939405
mobilenet_v3_small,1731689267.5941093,1731689267.6040945,1731689267.6106374,1731689267.6263108,1731689267.6045322,1731689267.6263313,1731689267.627447,1731689267.6235085
mobilenet_v3_small,1731689267.623692,1731689267.6335652,1731689267.6401305,1731689267.6560538,1731689267.6339955,1731689267.6560733,1731689267.6569927,1731689267.6528492
mobilenet_v3_small,1731689267.653008,1731689267.6627398,1731689267.6693661,1731689267.697955,1731689267.6631699,1731689267.6979778,1731689267.698878,1731689267.694965
mobilenet_v3_small,1731689267.6951625,1731689267.7051482,1731689267.711671,1731689267.729224,1731689267.7056293,1731689267.7292428,1731689267.7302184,1731689267.7260153
mobilenet_v3_small,1731689267.7261922,1731689267.7358503,1731689267.741838,1731689267.758078,1731689267.7362766,1731689267.7580967,1731689267.758983,1731689267.754734
mobilenet_v3_small,1731689267.7548676,1731689267.7643843,1731689267.7702193,1731689267.7866874,1731689267.7648213,1731689267.7867043,1731689267.787553,1731689267.7833772
mobilenet_v3_small,1731689267.7835314,1731689267.7931633,1731689267.7990725,1731689267.8154209,1731689267.7936046,1731689267.8154802,1731689267.8162408,1731689267.8120463
mobilenet_v3_small,1731689267.8122554,1731689267.822264,1731689267.82838,1731689267.844729,1731689267.8227313,1731689267.844747,1731689267.84559,1731689267.8417273
mobilenet_v3_small,1731689267.8419807,1731689267.8520424,1731689267.857842,1731689267.8741198,1731689267.8524847,1731689267.8741374,1731689267.875096,1731689267.8711236
mobilenet_v3_small,1731689267.8713658,1731689267.8825073,1731689267.8889577,1731689267.9058576,1731689267.8829763,1731689267.9058797,1731689267.906814,1731689267.9028704
mobilenet_v3_small,1731689267.9030325,1731689267.9133577,1731689267.9196007,1731689267.9365706,1731689267.9138553,1731689267.9365897,1731689267.9375734,1731689267.9334784
mobilenet_v3_small,1731689267.9337807,1731689267.9437594,1731689267.9497085,1731689267.9661865,1731689267.9441814,1731689267.9662051,1731689267.9672065,1731689267.9630227
mobilenet_v3_small,1731689267.9631917,1731689267.9732754,1731689267.9793017,1731689267.9972687,1731689267.973724,1731689267.9972854,1731689267.9981601,1731689267.9940557
mobilenet_v3_small,1731689267.9942338,1731689268.0041459,1731689268.0102198,1731689268.027312,1731689268.0046158,1731689268.027331,1731689268.0281842,1731689268.023988
mobilenet_v3_small,1731689268.024153,1731689268.034145,1731689268.0402374,1731689268.057053,1731689268.0346138,1731689268.0570714,1731689268.057902,1731689268.0537508
mobilenet_v3_small,1731689268.0539172,1731689268.0638516,1731689268.0698555,1731689268.08528,1731689268.06427,1731689268.0853002,1731689268.086248,1731689268.0824077
mobilenet_v3_small,1731689268.082535,1731689268.092511,1731689268.0985713,1731689268.11416,1731689268.0929434,1731689268.1141791,1731689268.1150413,1731689268.1108599
mobilenet_v3_small,1731689268.111022,1731689268.1209698,1731689268.126805,1731689268.14228,1731689268.121377,1731689268.1422977,1731689268.143247,1731689268.1390128
mobilenet_v3_small,1731689268.1391864,1731689268.1489024,1731689268.1548402,1731689268.1699157,1731689268.1493053,1731689268.1699328,1731689268.1708872,1731689268.1666312
mobilenet_v3_small,1731689268.1667707,1731689268.1767132,1731689268.1825738,1731689268.1975546,1731689268.177128,1731689268.1975741,1731689268.1985052,1731689268.1943302
mobilenet_v3_small,1731689268.194486,1731689268.2043161,1731689268.210415,1731689268.2267635,1731689268.2047875,1731689268.2267842,1731689268.2276251,1731689268.2235081
mobilenet_v3_small,1731689268.2236898,1731689268.2335527,1731689268.239534,1731689268.256078,1731689268.2339766,1731689268.2560952,1731689268.2570763,1731689268.2531967
mobilenet_v3_small,1731689268.25345,1731689268.2631805,1731689268.269069,1731689268.2844863,1731689268.2636304,1731689268.2845035,1731689268.285411,1731689268.2815852
mobilenet_v3_small,1731689268.2817724,1731689268.2928634,1731689268.299191,1731689268.3292654,1731689268.2932808,1731689268.329285,1731689268.3302088,1731689268.326394
mobilenet_v3_small,1731689268.3267608,1731689268.3366656,1731689268.342742,1731689268.3584476,1731689268.33709,1731689268.358482,1731689268.3594172,1731689268.355288
mobilenet_v3_small,1731689268.3554547,1731689268.365174,1731689268.3711584,1731689268.386749,1731689268.3656223,1731689268.3867676,1731689268.3875837,1731689268.3835945
mobilenet_v3_small,1731689268.3838313,1731689268.3937464,1731689268.39988,1731689268.4157317,1731689268.3941567,1731689268.415752,1731689268.416647,1731689268.4127467
mobilenet_v3_small,1731689268.4130068,1731689268.4232316,1731689268.4294076,1731689268.4460902,1731689268.423688,1731689268.4461052,1731689268.4469554,1731689268.4429274
mobilenet_v3_small,1731689268.4432125,1731689268.4528131,1731689268.4584928,1731689268.474145,1731689268.4531732,1731689268.4741583,1731689268.475012,1731689268.470909
mobilenet_v3_small,1731689268.4711106,1731689268.4806476,1731689268.48621,1731689268.5010445,1731689268.4810011,1731689268.5010576,1731689268.5018053,1731689268.4977179
mobilenet_v3_small,1731689268.4978898,1731689268.5079567,1731689268.5140715,1731689268.5301147,1731689268.5084054,1731689268.5301313,1731689268.5309548,1731689268.5269496
mobilenet_v3_small,1731689268.5271604,1731689268.5371559,1731689268.54303,1731689268.558934,1731689268.53762,1731689268.5589502,1731689268.55971,1731689268.555534
mobilenet_v3_small,1731689268.5557437,1731689268.5655384,1731689268.5713587,1731689268.5869954,1731689268.5659432,1731689268.587011,1731689268.5877712,1731689268.5835257
mobilenet_v3_small,1731689268.5837438,1731689268.5936005,1731689268.599574,1731689268.615669,1731689268.5940187,1731689268.6156864,1731689268.6164916,1731689268.6124094
mobilenet_v3_small,1731689268.6125853,1731689268.6222773,1731689268.6281188,1731689268.6440604,1731689268.6227145,1731689268.644078,1731689268.6449924,1731689268.6407611
mobilenet_v3_small,1731689268.6409032,1731689268.650419,1731689268.6561522,1731689268.6718457,1731689268.6508522,1731689268.6718616,1731689268.6726835,1731689268.6683674
mobilenet_v3_small,1731689268.668497,1731689268.6778755,1731689268.6836631,1731689268.699032,1731689268.6782744,1731689268.699049,1731689268.6998203,1731689268.6956162
mobilenet_v3_small,1731689268.695763,1731689268.705507,1731689268.7114837,1731689268.727609,1731689268.705908,1731689268.7276278,1731689268.7284436,1731689268.7244303
mobilenet_v3_small,1731689268.7246137,1731689268.73413,1731689268.7401397,1731689268.7561023,1731689268.7345634,1731689268.7561216,1731689268.7569613,1731689268.752755
mobilenet_v3_small,1731689268.7528975,1731689268.7623038,1731689268.7680085,1731689268.783172,1731689268.7627342,1731689268.7831883,1731689268.7841222,1731689268.7798915
mobilenet_v3_small,1731689268.7800372,1731689268.7897277,1731689268.795864,1731689268.8136168,1731689268.7901297,1731689268.813635,1731689268.814471,1731689268.8103025
mobilenet_v3_small,1731689268.8104494,1731689268.8204844,1731689268.8268342,1731689268.8464706,1731689268.8209398,1731689268.846495,1731689268.8474102,1731689268.8434575
mobilenet_v3_small,1731689268.8436587,1731689268.8540606,1731689268.8605566,1731689268.8789449,1731689268.854604,1731689268.8789644,1731689268.8798585,1731689268.8759143
mobilenet_v3_small,1731689268.876096,1731689268.8859973,1731689268.8923416,1731689268.910175,1731689268.886492,1731689268.910192,1731689268.9111204,1731689268.9068797
mobilenet_v3_small,1731689268.90701,1731689268.916613,1731689268.922708,1731689268.9400973,1731689268.917017,1731689268.9401147,1731689268.9410245,1731689268.9369142
mobilenet_v3_small,1731689268.93706,1731689268.94696,1731689268.9531085,1731689268.9709878,1731689268.9473667,1731689268.9710042,1731689268.9719138,1731689268.9676945
mobilenet_v3_small,1731689268.9678497,1731689268.9774415,1731689268.983447,1731689268.9997292,1731689268.9778607,1731689268.9997451,1731689269.0006783,1731689268.9965782
mobilenet_v3_small,1731689268.9967458,1731689269.006686,1731689269.012992,1731689269.0292416,1731689269.0070953,1731689269.0292587,1731689269.0301526,1731689269.0263076
mobilenet_v3_small,1731689269.026478,1731689269.036633,1731689269.0427725,1731689269.0613523,1731689269.0370553,1731689269.0613678,1731689269.0622916,1731689269.0583093
mobilenet_v3_small,1731689269.058484,1731689269.0699005,1731689269.077696,1731689269.0986784,1731689269.0705314,1731689269.0987062,1731689269.0997665,1731689269.0960598
mobilenet_v3_small,1731689269.0963812,1731689269.106709,1731689269.1138847,1731689269.1331463,1731689269.1072128,1731689269.1331704,1731689269.1341927,1731689269.1304412
mobilenet_v3_small,1731689269.1306274,1731689269.1409843,1731689269.1472027,1731689269.163877,1731689269.141445,1731689269.1638944,1731689269.1648002,1731689269.1606686
mobilenet_v3_small,1731689269.1608253,1731689269.1708,1731689269.176936,1731689269.1928158,1731689269.1712136,1731689269.1928377,1731689269.1942775,1731689269.190166
mobilenet_v3_small,1731689269.1903274,1731689269.200353,1731689269.2069502,1731689269.2232437,1731689269.2008233,1731689269.22326,1731689269.2243404,1731689269.22022
mobilenet_v3_small,1731689269.220375,1731689269.2301085,1731689269.2362847,1731689269.2519732,1731689269.2305038,1731689269.2519934,1731689269.2529397,1731689269.2489502
mobilenet_v3_small,1731689269.2491238,1731689269.2589142,1731689269.2650661,1731689269.2825797,1731689269.2593389,1731689269.2825942,1731689269.2834961,1731689269.2792637
mobilenet_v3_small,1731689269.2794297,1731689269.2890735,1731689269.2951815,1731689269.3108492,1731689269.2895062,1731689269.3108647,1731689269.3115702,1731689269.3074894
mobilenet_v3_small,1731689269.307802,1731689269.3176033,1731689269.3236344,1731689269.3398972,1731689269.318018,1731689269.3399134,1731689269.3407726,1731689269.33704
mobilenet_v3_small,1731689269.33727,1731689269.3478298,1731689269.3545337,1731689269.3815715,1731689269.3482535,1731689269.3815928,1731689269.382492,1731689269.3783507
mobilenet_v3_small,1731689269.37852,1731689269.3886504,1731689269.3949122,1731689269.4121823,1731689269.3890915,1731689269.412199,1731689269.4130538,1731689269.4090526
mobilenet_v3_small,1731689269.409251,1731689269.419026,1731689269.4249525,1731689269.4412136,1731689269.4194684,1731689269.4412289,1731689269.4420745,1731689269.4379823
mobilenet_v3_small,1731689269.4382527,1731689269.4483445,1731689269.4549046,1731689269.4706855,1731689269.4488041,1731689269.4707046,1731689269.4716277,1731689269.4674754
mobilenet_v3_small,1731689269.4677541,1731689269.47748,1731689269.4833384,1731689269.5075486,1731689269.47789,1731689269.507567,1731689269.5083585,1731689269.5042253
mobilenet_v3_small,1731689269.5043857,1731689269.5141873,1731689269.5205328,1731689269.535999,1731689269.514615,1731689269.5360172,1731689269.5369117,1731689269.533442
mobilenet_v3_small,1731689269.533741,1731689269.5439508,1731689269.5497777,1731689269.566286,1731689269.544346,1731689269.5663033,1731689269.5671725,1731689269.5631652
mobilenet_v3_small,1731689269.563341,1731689269.573261,1731689269.579089,1731689269.594358,1731689269.5736957,1731689269.594376,1731689269.5952706,1731689269.591104
mobilenet_v3_small,1731689269.5912547,1731689269.6006346,1731689269.606505,1731689269.6225111,1731689269.6010275,1731689269.6225338,1731689269.6233804,1731689269.6192105
mobilenet_v3_small,1731689269.6193466,1731689269.6289272,1731689269.6349077,1731689269.6502295,1731689269.6293454,1731689269.6502483,1731689269.6511738,1731689269.6471055
mobilenet_v3_small,1731689269.6472843,1731689269.6570327,1731689269.6629856,1731689269.6921647,1731689269.6574764,1731689269.692187,1731689269.69309,1731689269.6892848
mobilenet_v3_small,1731689269.6894617,1731689269.7003484,1731689269.708215,1731689269.728228,1731689269.7009141,1731689269.7282486,1731689269.7292325,1731689269.7253351
mobilenet_v3_small,1731689269.7255065,1731689269.7355287,1731689269.7415023,1731689269.7588744,1731689269.7359662,1731689269.7588952,1731689269.7596998,1731689269.7558324
mobilenet_v3_small,1731689269.7560246,1731689269.7674139,1731689269.774775,1731689269.795053,1731689269.7680283,1731689269.7950823,1731689269.7959383,1731689269.7924004
mobilenet_v3_small,1731689269.7927368,1731689269.803572,1731689269.8106005,1731689269.8303125,1731689269.8040726,1731689269.8303366,1731689269.8312545,1731689269.8272164
mobilenet_v3_small,1731689269.8273835,1731689269.837648,1731689269.8445234,1731689269.8747244,1731689269.838088,1731689269.8747473,1731689269.875767,1731689269.8718367
mobilenet_v3_small,1731689269.871988,1731689269.8829992,1731689269.890149,1731689269.9137986,1731689269.8835728,1731689269.9138258,1731689269.9148226,1731689269.9109278
mobilenet_v3_small,1731689269.911109,1731689269.9212635,1731689269.9279895,1731689269.9499314,1731689269.9217825,1731689269.949951,1731689269.9509642,1731689269.9468791
mobilenet_v3_small,1731689269.9470243,1731689269.9570587,1731689269.96331,1731689269.9820576,1731689269.9575164,1731689269.9820752,1731689269.9831104,1731689269.9789276
mobilenet_v3_small,1731689269.9790936,1731689269.989044,1731689269.9955263,1731689270.021914,1731689269.9895077,1731689270.0219338,1731689270.0229275,1731689270.0189319
mobilenet_v3_small,1731689270.0192986,1731689270.0293481,1731689270.0359206,1731689270.0540016,1731689270.0297954,1731689270.054019,1731689270.0550432,1731689270.0510428
mobilenet_v3_small,1731689270.0512156,1731689270.061907,1731689270.0686355,1731689270.0866191,1731689270.0623865,1731689270.0866413,1731689270.0876238,1731689270.0835123
mobilenet_v3_small,1731689270.0837088,1731689270.0937197,1731689270.0998883,1731689270.117487,1731689270.094142,1731689270.1175077,1731689270.118463,1731689270.114282
mobilenet_v3_small,1731689270.1144211,1731689270.1248648,1731689270.1313338,1731689270.1493018,1731689270.1253424,1731689270.1493185,1731689270.150278,1731689270.14615
mobilenet_v3_small,1731689270.1463006,1731689270.1570947,1731689270.1637115,1731689270.1815145,1731689270.1576202,1731689270.1815364,1731689270.1824443,1731689270.1783202
mobilenet_v3_small,1731689270.1784594,1731689270.1883466,1731689270.1946971,1731689270.2121613,1731689270.188813,1731689270.2121804,1731689270.2130904,1731689270.2090085
mobilenet_v3_small,1731689270.2091966,1731689270.2193654,1731689270.225657,1731689270.2425694,1731689270.219831,1731689270.242588,1731689270.2435212,1731689270.2396014
mobilenet_v3_small,1731689270.239833,1731689270.2497392,1731689270.2557518,1731689270.2719777,1731689270.250145,1731689270.271996,1731689270.27303,1731689270.2692251
mobilenet_v3_small,1731689270.2694836,1731689270.279555,1731689270.2859702,1731689270.3026066,1731689270.2799869,1731689270.3026295,1731689270.3035164,1731689270.299625
mobilenet_v3_small,1731689270.299782,1731689270.3097136,1731689270.3155854,1731689270.329829,1731689270.310146,1731689270.3298492,1731689270.3306816,1731689270.3265781
mobilenet_v3_small,1731689270.3267314,1731689270.3368545,1731689270.3433437,1731689270.3616498,1731689270.3373027,1731689270.361673,1731689270.3626344,1731689270.3586898
mobilenet_v3_small,1731689270.3588383,1731689270.3698642,1731689270.3769753,1731689270.3975651,1731689270.3703928,1731689270.3975909,1731689270.3986156,1731689270.3948023
mobilenet_v3_small,1731689270.394951,1731689270.4055986,1731689270.4123526,1731689270.4324918,1731689270.406072,1731689270.4325163,1731689270.4335203,1731689270.4296036
mobilenet_v3_small,1731689270.4297779,1731689270.4405735,1731689270.4472988,1731689270.4663396,1731689270.4410849,1731689270.4663596,1731689270.4673202,1731689270.4635966
mobilenet_v3_small,1731689270.463748,1731689270.4744122,1731689270.4818301,1731689270.501613,1731689270.4749339,1731689270.5016391,1731689270.502763,1731689270.4988043
mobilenet_v3_small,1731689270.4989688,1731689270.50932,1731689270.5158496,1731689270.5345652,1731689270.5098338,1731689270.5345852,1731689270.5355697,1731689270.531423
mobilenet_v3_small,1731689270.5316727,1731689270.5414784,1731689270.547675,1731689270.5661328,1731689270.5418944,1731689270.5661504,1731689270.5671403,1731689270.563052
mobilenet_v3_small,1731689270.563259,1731689270.5730321,1731689270.5796509,1731689270.5979238,1731689270.5735009,1731689270.5979428,1731689270.5988455,1731689270.594816
mobilenet_v3_small,1731689270.5949817,1731689270.605002,1731689270.6114042,1731689270.6309936,1731689270.605421,1731689270.631015,1731689270.6320133,1731689270.62801
mobilenet_v3_small,1731689270.628205,1731689270.6384394,1731689270.64496,1731689270.66318,1731689270.6388962,1731689270.6631973,1731689270.6641812,1731689270.6601923
mobilenet_v3_small,1731689270.660352,1731689270.6700485,1731689270.676406,1731689270.6956098,1731689270.6705146,1731689270.6956332,1731689270.6966412,1731689270.6932564
mobilenet_v3_small,1731689270.6934466,1731689270.7047625,1731689270.7122054,1731689270.7381644,1731689270.7052941,1731689270.7381887,1731689270.739114,1731689270.7358887
mobilenet_v3_small,1731689270.736118,1731689270.7472816,1731689270.7550285,1731689270.7877018,1731689270.7478497,1731689270.78773,1731689270.7888668,1731689270.7851415
mobilenet_v3_small,1731689270.7853317,1731689270.796319,1731689270.8028386,1731689270.8272443,1731689270.7968566,1731689270.8272715,1731689270.8283103,1731689270.8246763
mobilenet_v3_small,1731689270.82487,1731689270.8355737,1731689270.8417394,1731689270.8594918,1731689270.836022,1731689270.8595119,1731689270.8605242,1731689270.8565235
mobilenet_v3_small,1731689270.8567295,1731689270.8672361,1731689270.873714,1731689270.8919091,1731689270.8677292,1731689270.8919287,1731689270.8928382,1731689270.889128
mobilenet_v3_small,1731689270.8893123,1731689270.8999636,1731689270.9061127,1731689270.9241908,1731689270.9003887,1731689270.9242094,1731689270.9251275,1731689270.921298
mobilenet_v3_small,1731689270.9214945,1731689270.9325302,1731689270.9389443,1731689270.9573417,1731689270.9330082,1731689270.9573593,1731689270.9583483,1731689270.9542327
mobilenet_v3_small,1731689270.954409,1731689270.9651115,1731689270.971554,1731689270.989368,1731689270.9656475,1731689270.9893863,1731689270.9903486,1731689270.986313
mobilenet_v3_small,1731689270.9864795,1731689270.996901,1731689271.003513,1731689271.0198894,1731689270.9973452,1731689271.0199063,1731689271.0209737,1731689271.017148
mobilenet_v3_small,1731689271.0173109,1731689271.0273237,1731689271.0333536,1731689271.0540254,1731689271.027777,1731689271.0540419,1731689271.0550418,1731689271.0510187
mobilenet_v3_small,1731689271.0513089,1731689271.061196,1731689271.0673194,1731689271.0844781,1731689271.0616355,1731689271.0844939,1731689271.085311,1731689271.081381
mobilenet_v3_small,1731689271.0815775,1731689271.0912063,1731689271.097301,1731689271.1132748,1731689271.0916307,1731689271.113291,1731689271.1141963,1731689271.11003
mobilenet_v3_small,1731689271.1102202,1731689271.1199424,1731689271.1260276,1731689271.141748,1731689271.1203308,1731689271.1417637,1731689271.1427038,1731689271.1385965
mobilenet_v3_small,1731689271.1387634,1731689271.1486099,1731689271.1546571,1731689271.1705945,1731689271.1490035,1731689271.1706107,1731689271.171514,1731689271.1674228
mobilenet_v3_small,1731689271.1676152,1731689271.177161,1731689271.1827967,1731689271.1985145,1731689271.1775723,1731689271.1985295,1731689271.1993368,1731689271.1951127
mobilenet_v3_small,1731689271.1952753,1731689271.2058446,1731689271.2121017,1731689271.2297332,1731689271.2062724,1731689271.2297528,1731689271.2307634,1731689271.2269235
mobilenet_v3_small,1731689271.2271266,1731689271.2369208,1731689271.2431545,1731689271.2590663,1731689271.2373364,1731689271.2590847,1731689271.2600436,1731689271.2561255
mobilenet_v3_small,1731689271.2564034,1731689271.2663364,1731689271.2725697,1731689271.2908313,1731689271.2667768,1731689271.290851,1731689271.2918,1731689271.2877736
mobilenet_v3_small,1731689271.287943,1731689271.2978792,1731689271.3040097,1731689271.3225243,1731689271.2982943,1731689271.3225439,1731689271.3233418,1731689271.3195245
mobilenet_v3_small,1731689271.3198407,1731689271.329524,1731689271.3353593,1731689271.354019,1731689271.329924,1731689271.3540373,1731689271.354965,1731689271.3511627
mobilenet_v3_small,1731689271.351398,1731689271.3610408,1731689271.3673687,1731689271.3858473,1731689271.3614807,1731689271.3858662,1731689271.3868148,1731689271.382888
mobilenet_v3_small,1731689271.3831372,1731689271.3947365,1731689271.4023938,1731689271.4257042,1731689271.3953102,1731689271.4257352,1731689271.4267132,1731689271.4230227
mobilenet_v3_small,1731689271.4232528,1731689271.4339747,1731689271.4413352,1731689271.4612901,1731689271.4345267,1731689271.4613178,1731689271.462213,1731689271.458401
mobilenet_v3_small,1731689271.4586105,1731689271.469335,1731689271.4765058,1731689271.4966874,1731689271.4698637,1731689271.4967144,1731689271.497746,1731689271.494201
mobilenet_v3_small,1731689271.4943702,1731689271.5051284,1731689271.5120819,1731689271.531892,1731689271.5056503,1731689271.531914,1731689271.532828,1731689271.52881
mobilenet_v3_small,1731689271.5289454,1731689271.539184,1731689271.5457864,1731689271.5662167,1731689271.5396492,1731689271.5662413,1731689271.5674744,1731689271.563443
mobilenet_v3_small,1731689271.5636399,1731689271.5736265,1731689271.580247,1731689271.5980885,1731689271.5740495,1731689271.5981104,1731689271.599145,1731689271.5950093
mobilenet_v3_small,1731689271.595169,1731689271.6048646,1731689271.61176,1731689271.6300201,1731689271.605273,1731689271.630037,1731689271.6309726,1731689271.6271439
mobilenet_v3_small,1731689271.627385,1731689271.6372936,1731689271.6440554,1731689271.6648192,1731689271.6377287,1731689271.6648378,1731689271.665776,1731689271.6617846
mobilenet_v3_small,1731689271.661965,1731689271.6717963,1731689271.6781452,1731689271.69331,1731689271.6722038,1731689271.6933289,1731689271.6942565,1731689271.6904378
mobilenet_v3_small,1731689271.6907213,1731689271.7006407,1731689271.7068343,1731689271.7217,1731689271.701047,1731689271.721719,1731689271.7226772,1731689271.718804
